660
ID_1	48.000000	8082.000000	-0.000000	0.000003	0.145868	0.513789
ID_2	48.000000	7643.000000	0.000004	0.000002	-0.441680	0.412477
ID_3	64.000000	7920.000000	0.000002	-0.000000	-0.231304	-0.003594
ID_4	64.000000	8837.000000	-0.000001	-0.000000	-0.183082	-0.078541
ID_5	96.000000	7690.000000	0.000001	0.000002	-0.035946	0.384413
ID_6	112.000000	8209.000000	-0.000001	-0.000001	0.073930	-0.189829
ID_7	160.000000	9480.000000	-0.000000	0.000002	-0.057257	0.337767
ID_8	160.000000	8818.000000	-0.000000	-0.000003	-0.050410	-0.468278
ID_9	160.000000	8305.000000	-0.000000	-0.000001	0.014550	-0.146976
ID_10	176.000000	8307.000000	-0.000004	0.000001	0.483013	0.052442
ID_11	192.000000	9665.000000	-0.000004	-0.000003	0.373527	-0.511381
ID_12	192.000000	9125.000000	-0.000004	0.000000	0.513104	-0.034704
ID_13	192.000000	9491.000000	0.000002	-0.000001	0.307530	-0.218522
ID_14	208.000000	9424.000000	-0.000001	0.000001	0.169221	0.098159
ID_15	208.000000	9230.000000	-0.000002	-0.000002	0.166911	-0.419930
ID_16	208.000000	8890.000000	-0.000003	-0.000002	0.321638	-0.414348
ID_17	240.000000	9071.000000	0.000002	-0.000003	0.304722	-0.446812
ID_18	256.000000	9107.000000	0.000001	0.000001	-0.056519	0.169518
ID_19	256.000000	9482.000000	0.000003	-0.000001	-0.386880	-0.026484
ID_20	272.000000	9139.000000	0.000002	0.000002	-0.141370	0.297097
ID_21	288.000000	9855.000000	0.000000	-0.000001	-0.068347	-0.180459
ID_22	288.000000	9179.000000	-0.000001	0.000001	0.098357	0.124306
ID_23	304.000000	9259.000000	-0.000000	0.000003	0.166550	0.497365
ID_24	304.000000	7772.000000	0.000004	-0.000003	0.574198	-0.412166
ID_25	320.000000	9296.000000	0.000005	-0.000000	0.783768	-0.025314
ID_26	336.000000	9317.000000	0.000003	0.000001	-0.336293	0.226683
ID_27	336.000000	8766.000000	-0.000002	-0.000001	0.242203	-0.245903
ID_28	336.000000	9132.000000	0.000002	0.000000	-0.265896	0.105881
ID_29	352.000000	9406.000000	-0.000001	-0.000001	-0.222761	-0.147318
ID_30	352.000000	8515.000000	-0.000000	-0.000001	0.001065	-0.190871
ID_31	368.000000	7840.000000	-0.000002	0.000001	0.316832	0.160679
ID_32	368.000000	7141.000000	0.000002	-0.000002	-0.241825	-0.193129
ID_33	384.000000	7873.000000	-0.000002	-0.000002	-0.292650	-0.301447
ID_34	384.000000	9086.000000	-0.000002	0.000003	0.304495	0.385401
ID_35	400.000000	8747.000000	0.000003	-0.000000	0.515292	-0.034579
ID_36	416.000000	8719.000000	0.000002	-0.000000	-0.227619	-0.011429
ID_37	448.000000	8944.000000	-0.000003	0.000001	0.414062	0.013384
ID_38	448.000000	9081.000000	0.000000	0.000001	-0.003100	0.102370
ID_39	464.000000	8388.000000	-0.000003	-0.000002	0.297858	-0.341644
ID_40	480.000000	8371.000000	-0.000001	-0.000001	-0.120219	-0.173435
ID_41	496.000000	8748.000000	-0.000003	-0.000001	0.265323	-0.233248
ID_42	512.000000	9389.000000	0.000002	0.000002	-0.102716	0.399447
ID_43	512.000000	9391.000000	0.000000	0.000002	0.025397	0.347544
ID_44	528.000000	7323.000000	-0.000003	0.000001	-0.421479	0.173112
ID_45	560.000000	8836.000000	0.000003	-0.000000	-0.341453	0.010625
ID_46	576.000000	9413.000000	0.000005	0.000001	-0.551120	0.356075
ID_47	640.000000	8280.000000	0.000001	-0.000002	-0.222492	-0.297621
ID_48	640.000000	8216.000000	-0.000003	0.000000	0.307374	-0.048295
ID_49	656.000000	8602.000000	0.000003	0.000000	0.542980	0.052457
ID_50	656.000000	8237.000000	0.000001	0.000000	0.097000	0.001240
ID_51	656.000000	7480.000000	-0.000002	0.000001	0.219284	0.154717
ID_52	672.000000	8131.000000	-0.000000	0.000002	-0.043249	0.379945
ID_53	688.000000	8217.000000	-0.000003	-0.000000	0.351752	-0.123219
ID_54	720.000000	8436.000000	-0.000003	0.000003	0.428778	0.445529
